"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
229,118,"KEN","Kenya",2,"Coast",12,"Tana River",55,"Bura",229,"Chewele",NA,"Kata","Location"
230,118,"KEN","Kenya",2,"Coast",12,"Tana River",55,"Bura",230,"Nanighi",NA,"Kata","Location"
231,118,"KEN","Kenya",2,"Coast",12,"Tana River",56,"Galole",231,"Gwano",NA,"Kata","Location"
232,118,"KEN","Kenya",2,"Coast",12,"Tana River",56,"Galole",232,"Kinakomba",NA,"Kata","Location"
233,118,"KEN","Kenya",2,"Coast",12,"Tana River",56,"Galole",233,"Milalulu",NA,"Kata","Location"
234,118,"KEN","Kenya",2,"Coast",12,"Tana River",56,"Galole",234,"Ndura",NA,"Kata","Location"
235,118,"KEN","Kenya",2,"Coast",12,"Tana River",56,"Galole",235,"Wayu",NA,"Kata","Location"
236,118,"KEN","Kenya",2,"Coast",12,"Tana River",56,"Galole",236,"Zubaki",NA,"Kata","Location"
237,118,"KEN","Kenya",2,"Coast",12,"Tana River",57,"Garsen",237,"Bilisa",NA,"Kata","Location"
238,118,"KEN","Kenya",2,"Coast",12,"Tana River",57,"Garsen",238,"Chara",NA,"Kata","Location"
239,118,"KEN","Kenya",2,"Coast",12,"Tana River",57,"Garsen",239,"Ndera",NA,"Kata","Location"
240,118,"KEN","Kenya",2,"Coast",12,"Tana River",57,"Garsen",240,"Ngao",NA,"Kata","Location"
241,118,"KEN","Kenya",2,"Coast",12,"Tana River",57,"Garsen",241,"Salama",NA,"Kata","Location"
242,118,"KEN","Kenya",2,"Coast",12,"Tana River",58,"Madogo",242,"Kora Game Reserve",NA,"Kata","Location"
243,118,"KEN","Kenya",2,"Coast",12,"Tana River",58,"Madogo",243,"Madogo",NA,"Kata","Location"
244,118,"KEN","Kenya",2,"Coast",12,"Tana River",58,"Madogo",244,"Mbalambala",NA,"Kata","Location"
245,118,"KEN","Kenya",2,"Coast",12,"Tana River",58,"Madogo",245,"Saka",NA,"Kata","Location"
246,118,"KEN","Kenya",3,"Eastern",13,"Embu",59,"Gachoka",246,"Embu Municipality",NA,"Kata","Location"
247,118,"KEN","Kenya",3,"Eastern",13,"Embu",59,"Gachoka",247,"Kagaari South",NA,"Kata","Location"
248,118,"KEN","Kenya",3,"Eastern",13,"Embu",59,"Gachoka",248,"Karaba",NA,"Kata","Location"
249,118,"KEN","Kenya",3,"Eastern",13,"Embu",59,"Gachoka",249,"Kiambere",NA,"Kata","Location"
250,118,"KEN","Kenya",3,"Eastern",13,"Embu",59,"Gachoka",250,"Makima",NA,"Kata","Location"
251,118,"KEN","Kenya",3,"Eastern",13,"Embu",59,"Gachoka",251,"Mavuria",NA,"Kata","Location"
252,118,"KEN","Kenya",3,"Eastern",13,"Embu",59,"Gachoka",252,"Mbeti North",NA,"Kata","Location"
253,118,"KEN","Kenya",3,"Eastern",13,"Embu",59,"Gachoka",253,"Mbeti South",NA,"Kata","Location"
254,118,"KEN","Kenya",3,"Eastern",13,"Embu",59,"Gachoka",254,"Nthawa",NA,"Kata","Location"
255,118,"KEN","Kenya",3,"Eastern",13,"Embu",60,"Manyatta",255,"Gaturi North",NA,"Kata","Location"
256,118,"KEN","Kenya",3,"Eastern",13,"Embu",60,"Manyatta",256,"Gaturi South",NA,"Kata","Location"
257,118,"KEN","Kenya",3,"Eastern",13,"Embu",60,"Manyatta",257,"Kagaari South",NA,"Kata","Location"
258,118,"KEN","Kenya",3,"Eastern",13,"Embu",60,"Manyatta",258,"Ngandori",NA,"Kata","Location"
259,118,"KEN","Kenya",3,"Eastern",13,"Embu",60,"Manyatta",259,"Nginda",NA,"Kata","Location"
260,118,"KEN","Kenya",3,"Eastern",13,"Embu",61,"Mt. Kenya Forest",260,"Mt. Kenya Forest",NA,"Kata","Location"
261,118,"KEN","Kenya",3,"Eastern",13,"Embu",62,"Runyenjes",261,"Kagaari North",NA,"Kata","Location"
262,118,"KEN","Kenya",3,"Eastern",13,"Embu",62,"Runyenjes",262,"Kagaari South",NA,"Kata","Location"
263,118,"KEN","Kenya",3,"Eastern",13,"Embu",62,"Runyenjes",263,"Karingani",NA,"Kata","Location"
264,118,"KEN","Kenya",3,"Eastern",13,"Embu",62,"Runyenjes",264,"Kyeni North",NA,"Kata","Location"
265,118,"KEN","Kenya",3,"Eastern",13,"Embu",62,"Runyenjes",265,"Kyeni South",NA,"Kata","Location"
266,118,"KEN","Kenya",3,"Eastern",13,"Embu",62,"Runyenjes",266,"Magumoni",NA,"Kata","Location"
267,118,"KEN","Kenya",3,"Eastern",13,"Embu",62,"Runyenjes",267,"Mwonge",NA,"Kata","Location"
268,118,"KEN","Kenya",3,"Eastern",13,"Embu",63,"Siagako",268,"Evurore",NA,"Kata","Location"
269,118,"KEN","Kenya",3,"Eastern",13,"Embu",63,"Siagako",269,"Kagaari South",NA,"Kata","Location"
270,118,"KEN","Kenya",3,"Eastern",13,"Embu",63,"Siagako",270,"Kiangombe",NA,"Kata","Location"
271,118,"KEN","Kenya",3,"Eastern",13,"Embu",63,"Siagako",271,"Kyeni South",NA,"Kata","Location"
272,118,"KEN","Kenya",3,"Eastern",13,"Embu",63,"Siagako",272,"Muminji",NA,"Kata","Location"
273,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",64,"Central",273,"Central",NA,"Kata","Location"
274,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",64,"Central",274,"Oldonyiro",NA,"Kata","Location"
275,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",64,"Central",275,"West",NA,"Kata","Location"
276,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",65,"Garba Tulla",276,"Garba Tulla",NA,"Kata","Location"
277,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",65,"Garba Tulla",277,"Kinna",NA,"Kata","Location"
278,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",65,"Garba Tulla",278,"Kulamawe",NA,"Kata","Location"
279,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",66,"Merti",279,"Bisan Biliku",NA,"Kata","Location"
280,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",66,"Merti",280,"Malkagalla",NA,"Kata","Location"
281,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",66,"Merti",281,"Merti",NA,"Kata","Location"
282,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",67,"Sericho",282,"Modogashe",NA,"Kata","Location"
283,118,"KEN","Kenya",3,"Eastern",14,"Isiolo",67,"Sericho",283,"Sericho",NA,"Kata","Location"
284,118,"KEN","Kenya",3,"Eastern",15,"Kitui",68,"Central",284,"Changwithia",NA,"Kata","Location"
285,118,"KEN","Kenya",3,"Eastern",15,"Kitui",68,"Central",285,"Kisasi",NA,"Kata","Location"
286,118,"KEN","Kenya",3,"Eastern",15,"Kitui",68,"Central",286,"Miambani",NA,"Kata","Location"
287,118,"KEN","Kenya",3,"Eastern",15,"Kitui",68,"Central",287,"Mulango",NA,"Kata","Location"
288,118,"KEN","Kenya",3,"Eastern",15,"Kitui",68,"Central",288,"Nzambani",NA,"Kata","Location"
289,118,"KEN","Kenya",3,"Eastern",15,"Kitui",69,"Kwa-Vonza",289,"B2 Yatta",NA,"Kata","Location"
290,118,"KEN","Kenya",3,"Eastern",15,"Kitui",69,"Kwa-Vonza",290,"Kanyangi",NA,"Kata","Location"
291,118,"KEN","Kenya",3,"Eastern",15,"Kitui",69,"Kwa-Vonza",291,"Matinyani",NA,"Kata","Location"
292,118,"KEN","Kenya",3,"Eastern",15,"Kitui",69,"Kwa-Vonza",292,"Mutonguni",NA,"Kata","Location"
293,118,"KEN","Kenya",3,"Eastern",15,"Kitui",69,"Kwa-Vonza",293,"Yatta",NA,"Kata","Location"
294,118,"KEN","Kenya",3,"Eastern",15,"Kitui",70,"Kyuso",294,"Katse",NA,"Kata","Location"
295,118,"KEN","Kenya",3,"Eastern",15,"Kitui",70,"Kyuso",295,"Kyuso",NA,"Kata","Location"
296,118,"KEN","Kenya",3,"Eastern",15,"Kitui",70,"Kyuso",296,"Mivukoni",NA,"Kata","Location"
297,118,"KEN","Kenya",3,"Eastern",15,"Kitui",70,"Kyuso",297,"Ngomeni",NA,"Kata","Location"
298,118,"KEN","Kenya",3,"Eastern",15,"Kitui",70,"Kyuso",298,"Tharaka",NA,"Kata","Location"
299,118,"KEN","Kenya",3,"Eastern",15,"Kitui",70,"Kyuso",299,"Tseikuru",NA,"Kata","Location"
300,118,"KEN","Kenya",3,"Eastern",15,"Kitui",70,"Kyuso",300,"Ukasi",NA,"Kata","Location"
301,118,"KEN","Kenya",3,"Eastern",15,"Kitui",71,"Mutito",301,"Endau",NA,"Kata","Location"
302,118,"KEN","Kenya",3,"Eastern",15,"Kitui",71,"Mutito",302,"Mui",NA,"Kata","Location"
303,118,"KEN","Kenya",3,"Eastern",15,"Kitui",71,"Mutito",303,"Mutito",NA,"Kata","Location"
304,118,"KEN","Kenya",3,"Eastern",15,"Kitui",71,"Mutito",304,"Mutyangome",NA,"Kata","Location"
305,118,"KEN","Kenya",3,"Eastern",15,"Kitui",71,"Mutito",305,"Nuu",NA,"Kata","Location"
306,118,"KEN","Kenya",3,"Eastern",15,"Kitui",71,"Mutito",306,"Zombe",NA,"Kata","Location"
307,118,"KEN","Kenya",3,"Eastern",15,"Kitui",72,"Mutomo",307,"Athi",NA,"Kata","Location"
308,118,"KEN","Kenya",3,"Eastern",15,"Kitui",72,"Mutomo",308,"Ikanga",NA,"Kata","Location"
309,118,"KEN","Kenya",3,"Eastern",15,"Kitui",72,"Mutomo",309,"Ikutha",NA,"Kata","Location"
310,118,"KEN","Kenya",3,"Eastern",15,"Kitui",72,"Mutomo",310,"Kanziko",NA,"Kata","Location"
311,118,"KEN","Kenya",3,"Eastern",15,"Kitui",72,"Mutomo",311,"Mathima",NA,"Kata","Location"
312,118,"KEN","Kenya",3,"Eastern",15,"Kitui",72,"Mutomo",312,"Mutha",NA,"Kata","Location"
313,118,"KEN","Kenya",3,"Eastern",15,"Kitui",72,"Mutomo",313,"Mutomo",NA,"Kata","Location"
314,118,"KEN","Kenya",3,"Eastern",15,"Kitui",72,"Mutomo",314,"Tsavo East National Park",NA,"Kata","Location"
315,118,"KEN","Kenya",3,"Eastern",15,"Kitui",72,"Mutomo",315,"Voo",NA,"Kata","Location"
316,118,"KEN","Kenya",3,"Eastern",15,"Kitui",73,"Mwingi",316,"Endui",NA,"Kata","Location"
317,118,"KEN","Kenya",3,"Eastern",15,"Kitui",73,"Mwingi",317,"Migwani",NA,"Kata","Location"
318,118,"KEN","Kenya",3,"Eastern",15,"Kitui",73,"Mwingi",318,"Mwingi",NA,"Kata","Location"
319,118,"KEN","Kenya",3,"Eastern",16,"Machakos",74,"Central",319,"Mumbuni",NA,"Kata","Location"
320,118,"KEN","Kenya",3,"Eastern",16,"Machakos",74,"Central",320,"Muputi",NA,"Kata","Location"
321,118,"KEN","Kenya",3,"Eastern",16,"Machakos",74,"Central",321,"Mutituni",NA,"Kata","Location"
322,118,"KEN","Kenya",3,"Eastern",16,"Machakos",75,"Kangundo",322,"Kakuyuni",NA,"Kata","Location"
323,118,"KEN","Kenya",3,"Eastern",16,"Machakos",75,"Kangundo",323,"Kangundo",NA,"Kata","Location"
324,118,"KEN","Kenya",3,"Eastern",16,"Machakos",75,"Kangundo",324,"Kyanzavi",NA,"Kata","Location"
325,118,"KEN","Kenya",3,"Eastern",16,"Machakos",75,"Kangundo",325,"Matungulu",NA,"Kata","Location"
326,118,"KEN","Kenya",3,"Eastern",16,"Machakos",76,"Kathiani",326,"Iveti",NA,"Kata","Location"
327,118,"KEN","Kenya",3,"Eastern",16,"Machakos",76,"Kathiani",327,"Kakuyuni",NA,"Kata","Location"
328,118,"KEN","Kenya",3,"Eastern",16,"Machakos",76,"Kathiani",328,"Mitaboni",NA,"Kata","Location"
329,118,"KEN","Kenya",3,"Eastern",16,"Machakos",76,"Kathiani",329,"S/Area",NA,"Kata","Location"
330,118,"KEN","Kenya",3,"Eastern",16,"Machakos",77,"Masinga",330,"Ekalakala",NA,"Kata","Location"
331,118,"KEN","Kenya",3,"Eastern",16,"Machakos",77,"Masinga",331,"Makima",NA,"Kata","Location"
332,118,"KEN","Kenya",3,"Eastern",16,"Machakos",77,"Masinga",332,"Masinga",NA,"Kata","Location"
333,118,"KEN","Kenya",3,"Eastern",16,"Machakos",77,"Masinga",333,"Ndithini",NA,"Kata","Location"
334,118,"KEN","Kenya",3,"Eastern",16,"Machakos",78,"Mwala",334,"Kibauni",NA,"Kata","Location"
335,118,"KEN","Kenya",3,"Eastern",16,"Machakos",78,"Mwala",335,"Masii",NA,"Kata","Location"
336,118,"KEN","Kenya",3,"Eastern",16,"Machakos",78,"Mwala",336,"Mbiuni",NA,"Kata","Location"
337,118,"KEN","Kenya",3,"Eastern",16,"Machakos",78,"Mwala",337,"Muthetheni",NA,"Kata","Location"
338,118,"KEN","Kenya",3,"Eastern",16,"Machakos",78,"Mwala",338,"Mwala",NA,"Kata","Location"
339,118,"KEN","Kenya",3,"Eastern",16,"Machakos",78,"Mwala",339,"Wamunyu",NA,"Kata","Location"
340,118,"KEN","Kenya",3,"Eastern",16,"Machakos",79,"Yatta",340,"Kinyaata",NA,"Kata","Location"
341,118,"KEN","Kenya",3,"Eastern",16,"Machakos",79,"Yatta",341,"Matuu",NA,"Kata","Location"
342,118,"KEN","Kenya",3,"Eastern",16,"Machakos",79,"Yatta",342,"Ndalani",NA,"Kata","Location"
343,118,"KEN","Kenya",3,"Eastern",17,"Makueni",80,"Kibwezi",343,"Kikumbulyu",NA,"Kata","Location"
344,118,"KEN","Kenya",3,"Eastern",17,"Makueni",80,"Kibwezi",344,"Makindu",NA,"Kata","Location"
345,118,"KEN","Kenya",3,"Eastern",17,"Makueni",80,"Kibwezi",345,"Mtito Andei",NA,"Kata","Location"
346,118,"KEN","Kenya",3,"Eastern",17,"Makueni",80,"Kibwezi",346,"Ngwata",NA,"Kata","Location"
347,118,"KEN","Kenya",3,"Eastern",17,"Makueni",81,"Kilome",347,"Kalama",NA,"Kata","Location"
348,118,"KEN","Kenya",3,"Eastern",17,"Makueni",81,"Kilome",348,"Kasikeu",NA,"Kata","Location"
349,118,"KEN","Kenya",3,"Eastern",17,"Makueni",81,"Kilome",349,"Kilungu",NA,"Kata","Location"
350,118,"KEN","Kenya",3,"Eastern",17,"Makueni",81,"Kilome",350,"Kithembe",NA,"Kata","Location"
351,118,"KEN","Kenya",3,"Eastern",17,"Makueni",81,"Kilome",351,"Mukaa",NA,"Kata","Location"
352,118,"KEN","Kenya",3,"Eastern",17,"Makueni",81,"Kilome",352,"Ukia",NA,"Kata","Location"
353,118,"KEN","Kenya",3,"Eastern",17,"Makueni",82,"Makueni",353,"Kalawa",NA,"Kata","Location"
354,118,"KEN","Kenya",3,"Eastern",17,"Makueni",82,"Makueni",354,"Kathonzweni",NA,"Kata","Location"
355,118,"KEN","Kenya",3,"Eastern",17,"Makueni",82,"Makueni",355,"Makueni",NA,"Kata","Location"
356,118,"KEN","Kenya",3,"Eastern",17,"Makueni",82,"Makueni",356,"Mavindini",NA,"Kata","Location"
357,118,"KEN","Kenya",3,"Eastern",17,"Makueni",82,"Makueni",357,"Mbitini",NA,"Kata","Location"
358,118,"KEN","Kenya",3,"Eastern",17,"Makueni",82,"Makueni",358,"Nzaui",NA,"Kata","Location"
359,118,"KEN","Kenya",3,"Eastern",17,"Makueni",83,"Mbooni",359,"Kisau",NA,"Kata","Location"
360,118,"KEN","Kenya",3,"Eastern",17,"Makueni",83,"Mbooni",360,"Kiteta",NA,"Kata","Location"
361,118,"KEN","Kenya",3,"Eastern",17,"Makueni",83,"Mbooni",361,"Mbooni",NA,"Kata","Location"
362,118,"KEN","Kenya",3,"Eastern",17,"Makueni",83,"Mbooni",362,"Tulimani",NA,"Kata","Location"
363,118,"KEN","Kenya",3,"Eastern",17,"Makueni",84,"Tsavo West National Park",363,"Tsavo West National Park",NA,"Kata","Location"
364,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",85,"Central",364,"Karare",NA,"Kata","Location"
365,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",85,"Central",365,"Mountain",NA,"Kata","Location"
366,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",85,"Central",366,"Sagante",NA,"Kata","Location"
367,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",86,"Laisamis",367,"Korr",NA,"Kata","Location"
368,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",86,"Laisamis",368,"Logologo",NA,"Kata","Location"
369,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",87,"Loiyangalani",369,"Kargi",NA,"Kata","Location"
370,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",87,"Loiyangalani",370,"Loiyangalani",NA,"Kata","Location"
371,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",88,"Moyale",371,"Butiye",NA,"Kata","Location"
372,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",88,"Moyale",372,"Godoma",NA,"Kata","Location"
373,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",89,"North Horr",373,"Bubisa",NA,"Kata","Location"
374,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",89,"North Horr",374,"Dukana",NA,"Kata","Location"
375,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",89,"North Horr",375,"Maikona",NA,"Kata","Location"
376,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",89,"North Horr",376,"North Horr",NA,"Kata","Location"
377,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",90,"Sololo",377,"Sololo",NA,"Kata","Location"
378,118,"KEN","Kenya",3,"Eastern",18,"Marsabit",90,"Sololo",378,"Uran",NA,"Kata","Location"
379,118,"KEN","Kenya",3,"Eastern",19,"Meru",91,"Central Imenti",379,"Abothuguchi",NA,"Kata","Location"
380,118,"KEN","Kenya",3,"Eastern",19,"Meru",91,"Central Imenti",380,"Gatimbi",NA,"Kata","Location"
381,118,"KEN","Kenya",3,"Eastern",19,"Meru",91,"Central Imenti",381,"Giaki",NA,"Kata","Location"
382,118,"KEN","Kenya",3,"Eastern",19,"Meru",91,"Central Imenti",382,"Kibirichia",NA,"Kata","Location"
383,118,"KEN","Kenya",3,"Eastern",19,"Meru",91,"Central Imenti",383,"Mbeu",NA,"Kata","Location"
384,118,"KEN","Kenya",3,"Eastern",19,"Meru",91,"Central Imenti",384,"Mwangathia",NA,"Kata","Location"
385,118,"KEN","Kenya",3,"Eastern",19,"Meru",92,"Igembe",385,"Akachiu",NA,"Kata","Location"
386,118,"KEN","Kenya",3,"Eastern",19,"Meru",92,"Igembe",386,"Athiru/Ruujine",NA,"Kata","Location"
387,118,"KEN","Kenya",3,"Eastern",19,"Meru",92,"Igembe",387,"Ithima",NA,"Kata","Location"
388,118,"KEN","Kenya",3,"Eastern",19,"Meru",92,"Igembe",388,"Kiegoi",NA,"Kata","Location"
389,118,"KEN","Kenya",3,"Eastern",19,"Meru",92,"Igembe",389,"Maua",NA,"Kata","Location"
390,118,"KEN","Kenya",3,"Eastern",19,"Meru",93,"Meru National Park",390,"Meru National Park",NA,"Kata","Location"
391,118,"KEN","Kenya",3,"Eastern",19,"Meru",94,"Mount Kenya Forest",391,"Mount Kenya Forest",NA,"Kata","Location"
392,118,"KEN","Kenya",3,"Eastern",19,"Meru",95,"North Imenti",392,"Kianjai",NA,"Kata","Location"
393,118,"KEN","Kenya",3,"Eastern",19,"Meru",95,"North Imenti",393,"Kiirua",NA,"Kata","Location"
394,118,"KEN","Kenya",3,"Eastern",19,"Meru",95,"North Imenti",394,"Mbeu",NA,"Kata","Location"
395,118,"KEN","Kenya",3,"Eastern",19,"Meru",95,"North Imenti",395,"Ntima",NA,"Kata","Location"
396,118,"KEN","Kenya",3,"Eastern",19,"Meru",95,"North Imenti",396,"Nyaki",NA,"Kata","Location"
397,118,"KEN","Kenya",3,"Eastern",19,"Meru",95,"North Imenti",397,"Ruiri",NA,"Kata","Location"
398,118,"KEN","Kenya",3,"Eastern",19,"Meru",95,"North Imenti",398,"Uringu",NA,"Kata","Location"
399,118,"KEN","Kenya",3,"Eastern",19,"Meru",96,"Ntonyiri",399,"Antubetwe/Kiongo",NA,"Kata","Location"
400,118,"KEN","Kenya",3,"Eastern",19,"Meru",96,"Ntonyiri",400,"Ithima",NA,"Kata","Location"
401,118,"KEN","Kenya",3,"Eastern",19,"Meru",96,"Ntonyiri",401,"Mutuati",NA,"Kata","Location"
402,118,"KEN","Kenya",3,"Eastern",19,"Meru",97,"South Imenti",402,"Abogeta",NA,"Kata","Location"
403,118,"KEN","Kenya",3,"Eastern",19,"Meru",97,"South Imenti",403,"Igoji",NA,"Kata","Location"
404,118,"KEN","Kenya",3,"Eastern",19,"Meru",97,"South Imenti",404,"Igoki",NA,"Kata","Location"
405,118,"KEN","Kenya",3,"Eastern",19,"Meru",97,"South Imenti",405,"Kanyakine",NA,"Kata","Location"
406,118,"KEN","Kenya",3,"Eastern",19,"Meru",97,"South Imenti",406,"Miitine",NA,"Kata","Location"
407,118,"KEN","Kenya",3,"Eastern",19,"Meru",97,"South Imenti",407,"Mitunguu",NA,"Kata","Location"
408,118,"KEN","Kenya",3,"Eastern",19,"Meru",97,"South Imenti",408,"Mwangathia",NA,"Kata","Location"
409,118,"KEN","Kenya",3,"Eastern",19,"Meru",97,"South Imenti",409,"Nkuene",NA,"Kata","Location"
410,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",410,"Akachiu",NA,"Kata","Location"
411,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",411,"Akithi",NA,"Kata","Location"
412,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",412,"Kangeta",NA,"Kata","Location"
413,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",413,"Karama",NA,"Kata","Location"
414,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",414,"Kianjai",NA,"Kata","Location"
415,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",415,"Maua",NA,"Kata","Location"
416,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",416,"Mikinduri",NA,"Kata","Location"
417,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",417,"Mituntu",NA,"Kata","Location"
418,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",418,"Muthara",NA,"Kata","Location"
419,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",419,"Njia Cia Mwendwa",NA,"Kata","Location"
420,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",420,"Thangatha",NA,"Kata","Location"
421,118,"KEN","Kenya",3,"Eastern",19,"Meru",98,"Tigania",421,"Uringu",NA,"Kata","Location"
422,118,"KEN","Kenya",3,"Eastern",19,"Meru",99,"Timau",422,"Kirimara",NA,"Kata","Location"
423,118,"KEN","Kenya",3,"Eastern",19,"Meru",99,"Timau",423,"Kisima",NA,"Kata","Location"
424,118,"KEN","Kenya",3,"Eastern",19,"Meru",99,"Timau",424,"Ontulili",NA,"Kata","Location"
425,118,"KEN","Kenya",3,"Eastern",20,"Nithi",100,"Mount Kenya Forest",425,"Karingani",NA,"Kata","Location"
426,118,"KEN","Kenya",3,"Eastern",20,"Nithi",100,"Mount Kenya Forest",426,"Muthambi",NA,"Kata","Location"
427,118,"KEN","Kenya",3,"Eastern",20,"Nithi",101,"Nithi",427,"Chogoria",NA,"Kata","Location"
428,118,"KEN","Kenya",3,"Eastern",20,"Nithi",101,"Nithi",428,"Igoji",NA,"Kata","Location"
429,118,"KEN","Kenya",3,"Eastern",20,"Nithi",101,"Nithi",429,"Kanjuki",NA,"Kata","Location"
430,118,"KEN","Kenya",3,"Eastern",20,"Nithi",101,"Nithi",430,"Kanyakine",NA,"Kata","Location"
431,118,"KEN","Kenya",3,"Eastern",20,"Nithi",101,"Nithi",431,"Karingani",NA,"Kata","Location"
432,118,"KEN","Kenya",3,"Eastern",20,"Nithi",101,"Nithi",432,"Kiera",NA,"Kata","Location"
433,118,"KEN","Kenya",3,"Eastern",20,"Nithi",101,"Nithi",433,"Magumoni",NA,"Kata","Location"
434,118,"KEN","Kenya",3,"Eastern",20,"Nithi",101,"Nithi",434,"Miitine",NA,"Kata","Location"
435,118,"KEN","Kenya",3,"Eastern",20,"Nithi",101,"Nithi",435,"Muthambi",NA,"Kata","Location"
436,118,"KEN","Kenya",3,"Eastern",20,"Nithi",102,"Tharaka",436,"Gikingo",NA,"Kata","Location"
437,118,"KEN","Kenya",3,"Eastern",20,"Nithi",102,"Tharaka",437,"Marimanti",NA,"Kata","Location"
438,118,"KEN","Kenya",3,"Eastern",20,"Nithi",102,"Tharaka",438,"North Tharaka",NA,"Kata","Location"
439,118,"KEN","Kenya",3,"Eastern",20,"Nithi",102,"Tharaka",439,"South Tharaka",NA,"Kata","Location"
440,118,"KEN","Kenya",3,"Eastern",21,"Wajir",103,"Bute",440,"Godoma",NA,"Kata","Location"
441,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",104,"Central",441,"Ngara",NA,"Kata","Location"
442,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",104,"Central",442,"Starehe",NA,"Kata","Location"
443,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",105,"Dagoretti",443,"Kangemi",NA,"Kata","Location"
444,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",105,"Dagoretti",444,"Kawangware",NA,"Kata","Location"
445,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",105,"Dagoretti",445,"Mutuini",NA,"Kata","Location"
446,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",105,"Dagoretti",446,"Riruta",NA,"Kata","Location"
447,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",105,"Dagoretti",447,"Waithaka",NA,"Kata","Location"
448,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",106,"Embakasi",448,"Dandora",NA,"Kata","Location"
449,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",106,"Embakasi",449,"Embakasi",NA,"Kata","Location"
450,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",106,"Embakasi",450,"Kariobangi",NA,"Kata","Location"
451,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",106,"Embakasi",451,"Njiru",NA,"Kata","Location"
452,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",107,"Kasarani",452,"Kahawa",NA,"Kata","Location"
453,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",107,"Kasarani",453,"Kariobangi",NA,"Kata","Location"
454,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",107,"Kasarani",454,"Kasarani (Ruaraka)",NA,"Kata","Location"
455,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",107,"Kasarani",455,"Mathare",NA,"Kata","Location"
456,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",107,"Kasarani",456,"Roysambu",NA,"Kata","Location"
457,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",108,"Kibera",457,"Karen/Langata",NA,"Kata","Location"
458,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",108,"Kibera",458,"Kenyatta/Golf Course",NA,"Kata","Location"
459,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",108,"Kibera",459,"Kibera/Woodley",NA,"Kata","Location"
460,118,"KEN","Kenya",4,"Nairobi",22,"Nairobi",108,"Kibera",460,"Mugumoini",NA,"Kata","Location"
