"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,118,"KEN","Kenya",120,"KEN","Kenya","KENYA","Kenya","Kenya",NA,"British East Africa",NA,"Kenya ","Kenia ","<U+041A><U+0435><U+043D><U+0438><U+044F>","<U+0643><U+064A><U+0646><U+064A><U+0627>","<U+80AF><U+5C3C><U+4E9A> ",NA,NA,"Kenya","KE",NA,"KE",404,"19050401","Present",30668697,584428.688,52.4763715911222,"Eastern Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Moderately indebted",NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
