"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,149,"MNG","Mongolia",152,"MNG","Mongolia","MONGOLIA","Mongolia","Mongol Uls",NA,"Outer Mongolia",NA,"Mongolie ","Mongolia ","<U+041C><U+043E><U+043D><U+0433><U+043E><U+043B><U+0438><U+044F>","<U+0645><U+0646><U+063A><U+0648><U+0644><U+064A><U+0627>","<U+8499><U+53E4> ",NA,NA,"Mongolia","MN",NA,"MG",496,"19210711","Present",2533299,1559176,1.62476782608249,"Eastern Asia","Asia",1,NA,NA,NA,"East Asia & Pacific","Low income","Moderately indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
